sample_id	target	replicate	assay	condition	gsm	on_disk
16042	Set1	rep2	ChIP-exo	normal	GSM4449998	yes
11755	Set2	rep1	ChIP-exo	normal	GSM4449999	yes
13791	Set2	rep2	ChIP-exo	normal	GSM4450000	yes
12454	Set3	rep1	ChIP-exo	normal	GSM4450001	yes
16049	Set3	rep2	ChIP-exo	normal	GSM4450002	yes
12458	Set5	rep1	ChIP-exo	normal	GSM4450003	
17852	Sfh1	rep1	ChIP-exo	normal	GSM4450004	yes
20451	Sfh1	rep2	ChIP-exo	normal	GSM4450005	yes
14459	Sfl1	rep1	ChIP-exo	normal	GSM4450006	yes
14977	Sfl1	rep2	ChIP-exo	normal	GSM4450007	yes
12450	Sfp1	rep1	ChIP-exo	normal	GSM4450008	yes
14619	Sfp1	rep2	ChIP-exo	normal	GSM4450009	yes
11852	Sgf11	rep1	ChIP-exo	normal	GSM4450010	yes
13365	Sgf11	rep2	ChIP-exo	normal	GSM4450011	yes
13366	Sgf11	rep3	ChIP-exo	6 min heat shock	GSM4450012	yes
20607	Sgf11	rep4	ChIP-exo	6 min heat shock	GSM4450013	yes
12466	Sgf29	rep1	ChIP-exo	normal	GSM4450014	
17217	Sgf29	rep2	ChIP-exo	normal	GSM4450015	
19999	Sgf29	rep3	ChIP-exo	normal	GSM4450016	
12459	Sgf73	rep1	ChIP-exo	normal	GSM4450017	yes
15793	Sgf73	rep2	ChIP-exo	normal	GSM4450018	yes
20000	Sgf73	rep3	ChIP-exo	normal	GSM4450019	yes
14491	Sgi1	rep1	ChIP-exo	normal	GSM4450020	
11827	Sgv1	rep1	ChIP-exo	normal	GSM4450021	yes
15778	Sgv1	rep2	ChIP-exo	normal	GSM4450022	yes
17803	Shg1	rep1	ChIP-exo	normal	GSM4450023	yes
19313	Shg1	rep2	ChIP-exo	normal	GSM4450024	yes
13146	Sif2	rep1	ChIP-exo	normal	GSM4450025	yes
18489	Sif2	rep2	ChIP-exo	normal	GSM4450026	yes
13792	Sin3	rep1	ChIP-exo	normal	GSM4450027	yes
17856	Sin3	rep2	ChIP-exo	normal	GSM4450028	yes
17573	Sin4	rep1	ChIP-exo	normal	GSM4450029	yes
17861	Sin4	rep2	ChIP-exo	normal	GSM4450030	yes
13806	Sip3	rep1	ChIP-exo	normal	GSM4450031	
14845	Sip4	rep1	ChIP-exo	normal	GSM4450032	
14758	Sir2	rep1	ChIP-exo	normal	GSM4450033	yes
16039	Sir2	rep2	ChIP-exo	normal	GSM4450034	yes
12952	Sir3	rep1	ChIP-exo	normal	GSM4450035	yes
17882	Sir3	rep2	ChIP-exo	normal	GSM4450036	yes
14784	Sir4	rep1	ChIP-exo	normal	GSM4450037	yes
18491	Sir4	rep2	ChIP-exo	normal	GSM4450038	yes
13451	Ski6	rep1	ChIP-exo	normal	GSM4450039	
14464	Skn7	rep1	ChIP-exo	normal	GSM4450040	yes
14969	Skn7	rep2	ChIP-exo	normal	GSM4450041	yes
14594	Sko1	rep1	ChIP-exo	normal	GSM4450042	yes
15654	Sko1	rep2	ChIP-exo	normal	GSM4450043	yes
14863	Skp1	rep1	ChIP-exo	normal	GSM4450044	
14471	Sks1	rep1	ChIP-exo	normal	GSM4450045	
14389	Slt2	rep1	ChIP-exo	normal	GSM4450046	
14376	Smc1	rep1	ChIP-exo	normal	GSM4450047	yes
14996	Smc1	rep2	ChIP-exo	normal	GSM4450048	yes
11886	Smc3	rep1	ChIP-exo	normal	GSM4450049	yes
17988	Smc3	rep2	ChIP-exo	normal	GSM4450050	yes
11889	Smc4	rep1	ChIP-exo	normal	GSM4450051	yes
17934	Smc4	rep2	ChIP-exo	normal	GSM4450052	yes
17132	Smd1	rep1	ChIP-exo	normal	GSM4450053	yes
18462	Smd1	rep2	ChIP-exo	normal	GSM4450054	yes
13475	Sml1	rep1	ChIP-exo	normal	GSM4450055	
14844	Smp1	rep1	ChIP-exo	normal	GSM4450056	
17154	Smt3	rep1	ChIP-exo	normal	GSM4450057	
17938	Snf1	rep1	ChIP-exo	normal	GSM4450058	
14458	Snf11	rep1	ChIP-exo	normal	GSM4450059	yes
14978	Snf11	rep2	ChIP-exo	normal	GSM4450060	yes
12080	Snf2	rep1	ChIP-exo	normal	GSM4450061	yes
17999	Snf2	rep2	ChIP-exo	normal	GSM4450062	yes
12071	Snf4	rep1	ChIP-exo	normal	GSM4450063	
17857	Snf5	rep1	ChIP-exo	normal	GSM4450064	
11858	Snf6	rep1	ChIP-exo	normal	GSM4450065	yes
13799	Snf6	rep2	ChIP-exo	normal	GSM4450066	yes
14760	Snf7	rep1	ChIP-exo	normal	GSM4450067	
11859	Snf8	rep1	ChIP-exo	normal	GSM4450068	
17587	Snt1	rep1	ChIP-exo	normal	GSM4450069	
11939	Snt2	rep1	ChIP-exo	normal	GSM4450070	yes
14193	Snt2	rep2	ChIP-exo	normal	GSM4450071	yes
14483	Sod1	rep1	ChIP-exo	normal	GSM4450072	
17848	Soh1	rep1	ChIP-exo	normal	GSM4450073	yes
20984	Soh1	rep2	ChIP-exo	normal	GSM4450074	yes
12009	Sok2	rep1	ChIP-exo	normal	GSM4450075	yes
13809	Sok2	rep2	ChIP-exo	normal	GSM4450076	yes
13469	Spe2	rep1	ChIP-exo	normal	GSM4450077	
17586	Spo7	rep1	ChIP-exo	normal	GSM4450382	
17133	Spp1	rep1	ChIP-exo	normal	GSM4450078	yes
18463	Spp1	rep2	ChIP-exo	normal	GSM4450079	yes
14759	Spt10	rep1	ChIP-exo	normal	GSM4450080	yes
17939	Spt10	rep2	ChIP-exo	normal	GSM4450081	yes
8599	Spt15	rep1	ChIP-exo	normal	GSM4450082	yes
8600	Spt15	rep2	ChIP-exo	3 min heat shock	GSM4450083	yes
8602	Spt15	rep3	ChIP-exo	normal	GSM4450084	yes
20001	Spt15	rep4	ChIP-exo	normal	GSM4450085	yes
8633	Spt16	rep1	ChIP-exo	6 min heat shock	GSM4450086	yes
11872	Spt16	rep2	ChIP-exo	normal	GSM4450087	yes
14259	Spt16	rep3	ChIP-exo	normal	GSM4450088	yes
12931	Spt2	rep1	ChIP-exo	normal	GSM4450089	yes
15493	Spt2	rep2	ChIP-exo	normal	GSM4450090	yes
15911	Spt20	rep1	ChIP-exo	normal	GSM4450091	yes
17798	Spt20	rep2	ChIP-exo	normal	GSM4450092	yes
11834	Spt21	rep1	ChIP-exo	normal	GSM4450093	yes
13795	Spt21	rep2	ChIP-exo	normal	GSM4450094	yes
13209	Spt23	rep1	ChIP-exo	normal	GSM4450095	
15220	Spt3	rep1	ChIP-exo	normal	GSM4450096	yes
15774	Spt3	rep2	ChIP-exo	normal	GSM4450097	yes
20003	Spt3	rep3	ChIP-exo	normal	GSM4450098	yes
11748	Spt4	rep1	ChIP-exo	normal	GSM4450099	yes
15181	Spt4	rep2	ChIP-exo	normal	GSM4450100	yes
12835	Spt5	rep1	ChIP-exo	normal	GSM4450101	yes
15787	Spt5	rep2	ChIP-exo	normal	GSM4450102	yes
15219	Spt6	rep1	ChIP-exo	normal	GSM4450103	yes
15664	Spt6	rep2	ChIP-exo	normal	GSM4450104	yes
11960	Spt7	rep1	ChIP-exo	normal	GSM4450105	yes
11961	Spt7	rep2	ChIP-exo	6 min heat shock	GSM4450106	yes
14638	Spt7	rep3	ChIP-exo	normal	GSM4450107	yes
18475	Spt7	rep4	ChIP-exo	normal	GSM4450108	yes
20004	Spt7	rep5	ChIP-exo	normal	GSM4450109	yes
20115	Spt7	rep6	ChIP-exo	6 min heat shock	GSM4450110	yes
11866	Spt8	rep1	ChIP-exo	normal	GSM4450111	yes
13800	Spt8	rep2	ChIP-exo	normal	GSM4450112	yes
14416	Srb2	rep1	ChIP-exo	normal	GSM4450113	
12050	Srb4	rep1	ChIP-exo	normal	GSM4450114	yes
13816	Srb4	rep2	ChIP-exo	normal	GSM4450115	yes
13156	Srb5	rep1	ChIP-exo	normal	GSM4450116	yes
17879	Srb5	rep2	ChIP-exo	normal	GSM4450117	yes
16036	Srb6	rep1	ChIP-exo	normal	GSM4450118	yes
18470	Srb6	rep2	ChIP-exo	normal	GSM4450119	yes
11879	Srb8	rep1	ChIP-exo	normal	GSM4450120	yes
17948	Srd1	rep1	ChIP-exo	normal	GSM4450121	
11894	Srm1	rep1	ChIP-exo	normal	GSM4450122	
13481	Ssa1	rep1	ChIP-exo	normal	GSM4450123	
15215	Ssl1	rep1	ChIP-exo	normal	GSM4450124	yes
15477	Ssl1	rep2	ChIP-exo	normal	GSM4450125	yes
11747	Ssl2	rep1	ChIP-exo	normal	GSM4450126	yes
15253	Ssl2	rep2	ChIP-exo	normal	GSM4450127	yes
11880	Ssn2	rep1	ChIP-exo	normal	GSM4450128	yes
14262	Ssn2	rep2	ChIP-exo	normal	GSM4450129	yes
14835	Ssn3	rep1	ChIP-exo	normal	GSM4450130	
11881	Ssn8	rep1	ChIP-exo	normal	GSM4450131	yes
17787	Ssn8	rep2	ChIP-exo	normal	GSM4450132	yes
14783	Stb1	rep1	ChIP-exo	normal	GSM4450133	yes
17149	Stb2	rep1	ChIP-exo	normal	GSM4450134	
12431	Stb3	rep1	ChIP-exo	normal	GSM4450135	yes
17886	Stb3	rep2	ChIP-exo	normal	GSM4450136	yes
11910	Stb4	rep1	ChIP-exo	normal	GSM4450137	yes
18503	Stb4	rep2	ChIP-exo	normal	GSM4450138	yes
11918	Stb5	rep1	ChIP-exo	normal	GSM4450139	yes
14182	Stb5	rep2	ChIP-exo	normal	GSM4450140	yes
17120	Stb6	rep1	ChIP-exo	normal	GSM4450141	
14394	Std1	rep1	ChIP-exo	normal	GSM4450142	
12862	Ste12	rep1	ChIP-exo	normal	GSM4450143	yes
15802	Ste12	rep2	ChIP-exo	normal	GSM4450144	yes
14531	Sth1	rep1	ChIP-exo	normal	GSM4450145	yes
15805	Sth1	rep2	ChIP-exo	normal	GSM4450146	yes
15812	Sth1	rep3	ChIP-exo	6 min heat shock	GSM4450147	yes
17947	Stm1	rep1	ChIP-exo	normal	GSM4450148	
11808	Stp1	rep1	ChIP-exo	normal	GSM4450149	yes
14293	Stp1	rep2	ChIP-exo	normal	GSM4450150	yes
13139	Stp2	rep1	ChIP-exo	normal	GSM4450151	yes
17035	Stp2	rep2	ChIP-exo	normal	GSM4450152	yes
11929	Stp4	rep1	ChIP-exo	normal	GSM4450153	yes
20452	Stp4	rep2	ChIP-exo	normal	GSM4450154	yes
11743	Sua7	rep1	ChIP-exo	normal	GSM4450155	yes
12275	Sua7	rep2	ChIP-exo	normal	GSM4450156	yes
20022	Sua7	rep3	ChIP-exo	normal	GSM4450157	yes
17124	Sub1	rep1	ChIP-exo	normal	GSM4450158	yes
18459	Sub1	rep2	ChIP-exo	normal	GSM4450159	yes
20006	Sub1	rep3	ChIP-exo	normal	GSM4450160	yes
11809	Sum1	rep1	ChIP-exo	normal	GSM4450161	yes
13776	Sum1	rep2	ChIP-exo	normal	GSM4450162	yes
11997	Sut1	rep1	ChIP-exo	normal	GSM4450163	yes
14176	Sut1	rep2	ChIP-exo	normal	GSM4450164	yes
12433	Suv3	rep1	ChIP-exo	normal	GSM4450165	
11839	Swc7	rep1	ChIP-exo	normal	GSM4450166	yes
15785	Swc7	rep2	ChIP-exo	normal	GSM4450167	yes
17801	Swd1	rep1	ChIP-exo	normal	GSM4450168	yes
19312	Swd1	rep2	ChIP-exo	normal	GSM4450169	yes
11987	Swd2	rep1	ChIP-exo	normal	GSM4450170	yes
17977	Swd2	rep2	ChIP-exo	normal	GSM4450171	yes
14814	Swd3	rep1	ChIP-exo	normal	GSM4450172	yes
17972	Swd3	rep2	ChIP-exo	normal	GSM4450173	yes
11995	Swi1	rep1	ChIP-exo	normal	GSM4450174	yes
17859	Swi1	rep2	ChIP-exo	normal	GSM4450175	yes
12102	Swi3	rep1	ChIP-exo	normal	GSM4450176	yes
14277	Swi3	rep2	ChIP-exo	normal	GSM4450177	yes
12000	Swi4	rep1	ChIP-exo	normal	GSM4450178	yes
13786	Swi4	rep2	ChIP-exo	normal	GSM4450179	yes
12059	Swi5	rep1	ChIP-exo	normal	GSM4450180	yes
18016	Swi5	rep2	ChIP-exo	normal	GSM4450181	yes
12015	Swi6	rep1	ChIP-exo	normal	GSM4450182	yes
18001	Swi6	rep2	ChIP-exo	normal	GSM4450183	yes
11751	Swr1	rep1	ChIP-exo	normal	GSM4450184	yes
15779	Swr1	rep2	ChIP-exo	normal	GSM4450185	yes
11988	TAF7	rep1	ChIP-exo	normal	GSM4450215	yes
15208	TAF7	rep2	ChIP-exo	normal	GSM4450216	yes
20018	TAF7	rep3	ChIP-exo	normal	GSM4450217	yes
12101	TFA1	rep1	ChIP-exo	normal	GSM4450233	yes
14276	TFA1	rep2	ChIP-exo	normal	GSM4450234	yes
20023	TFA1	rep3	ChIP-exo	normal	GSM4450235	yes
11867	TFC1	rep1	ChIP-exo	normal	GSM4450247	yes
14166	TFC1	rep2	ChIP-exo	normal	GSM4450248	yes
11986	TFC6	rep1	ChIP-exo	normal	GSM4450253	yes
17981	TFC6	rep2	ChIP-exo	normal	GSM4450254	yes
14838	TOA1	rep1	ChIP-exo	normal	GSM4450271	yes
17053	TOA1	rep2	ChIP-exo	normal	GSM4450272	yes
20021	TOA1	rep3	ChIP-exo	normal	GSM4450273	yes
11821	TOP1	rep1	ChIP-exo	normal	GSM4450276	yes
17771	TOP1	rep2	ChIP-exo	normal	GSM4450277	yes
11744	Taf1	rep1	ChIP-exo	normal	GSM4450186	yes
15184	Taf1	rep2	ChIP-exo	normal	GSM4450187	yes
20007	Taf1	rep3	ChIP-exo	normal	GSM4450188	yes
11741	Taf10	rep1	ChIP-exo	normal	GSM4450189	yes
15185	Taf10	rep2	ChIP-exo	normal	GSM4450190	yes
20008	Taf10	rep3	ChIP-exo	normal	GSM4450191	yes
12856	Taf11	rep1	ChIP-exo	normal	GSM4450192	yes
17944	Taf11	rep2	ChIP-exo	normal	GSM4450193	yes
11863	Taf12	rep1	ChIP-exo	normal	GSM4450194	yes
15775	Taf12	rep2	ChIP-exo	normal	GSM4450195	yes
11860	Taf13	rep1	ChIP-exo	normal	GSM4450196	yes
15209	Taf13	rep2	ChIP-exo	normal	GSM4450197	yes
17574	Taf14	rep1	ChIP-exo	normal	GSM4450198	yes
17961	Taf14	rep2	ChIP-exo	normal	GSM4450199	yes
20012	Taf14	rep3	ChIP-exo	normal	GSM4450200	yes
11846	Taf2	rep1	ChIP-exo	normal	GSM4450201	yes
15198	Taf2	rep2	ChIP-exo	normal	GSM4450202	yes
20013	Taf2	rep3	ChIP-exo	normal	GSM4450203	yes
11861	Taf3	rep1	ChIP-exo	normal	GSM4450204	yes
17873	Taf3	rep2	ChIP-exo	normal	GSM4450205	yes
15183	Taf4	rep1	ChIP-exo	normal	GSM4450206	yes
17874	Taf4	rep2	ChIP-exo	normal	GSM4450207	yes
20015	Taf4	rep3	ChIP-exo	normal	GSM4450208	yes
11768	Taf5	rep1	ChIP-exo	normal	GSM4450209	yes
15190	Taf5	rep2	ChIP-exo	normal	GSM4450210	yes
20016	Taf5	rep3	ChIP-exo	normal	GSM4450211	yes
11864	Taf6	rep1	ChIP-exo	normal	GSM4450212	yes
15206	Taf6	rep2	ChIP-exo	normal	GSM4450213	yes
20017	Taf6	rep3	ChIP-exo	normal	GSM4450214	yes
11740	Taf8	rep1	ChIP-exo	normal	GSM4450218	yes
15186	Taf8	rep2	ChIP-exo	normal	GSM4450219	yes
11865	Taf9	rep1	ChIP-exo	normal	GSM4450220	yes
15205	Taf9	rep2	ChIP-exo	normal	GSM4450221	yes
14868	Tap42	rep1	ChIP-exo	normal	GSM4450222	
11825	Tbf1	rep1	ChIP-exo	normal	GSM4450223	yes
14155	Tbf1	rep2	ChIP-exo	normal	GSM4450224	yes
11845	Tbs1	rep1	ChIP-exo	normal	GSM4450225	yes
14162	Tbs1	rep2	ChIP-exo	normal	GSM4450226	yes
17880	Tda9	rep1	ChIP-exo	normal	GSM4450227	yes
20453	Tda9	rep2	ChIP-exo	normal	GSM4450228	yes
14369	Tea1	rep1	ChIP-exo	normal	GSM4450229	yes
14657	Tea1	rep2	ChIP-exo	normal	GSM4450230	yes
17223	Tec1	rep1	ChIP-exo	normal	GSM4450231	
17134	Tel2	rep1	ChIP-exo	normal	GSM4450232	
12100	Tfa2	rep1	ChIP-exo	normal	GSM4450236	yes
14600	Tfa2	rep2	ChIP-exo	normal	GSM4450237	yes
14472	Tfb1	rep1	ChIP-exo	normal	GSM4450238	yes
14971	Tfb1	rep2	ChIP-exo	normal	GSM4450239	yes
14651	Tfb2	rep1	ChIP-exo	normal	GSM4450240	yes
17795	Tfb2	rep2	ChIP-exo	normal	GSM4450241	yes
11870	Tfb3	rep1	ChIP-exo	normal	GSM4450242	yes
14257	Tfb3	rep2	ChIP-exo	normal	GSM4450243	yes
11871	Tfb4	rep1	ChIP-exo	normal	GSM4450244	yes
14258	Tfb4	rep2	ChIP-exo	normal	GSM4450245	yes
17137	Tfb6	rep1	ChIP-exo	normal	GSM4450246	
11835	Tfc3	rep1	ChIP-exo	normal	GSM4450249	yes
13779	Tfc3	rep2	ChIP-exo	normal	GSM4450250	yes
14821	Tfc4	rep1	ChIP-exo	normal	GSM4450251	yes
17966	Tfc4	rep2	ChIP-exo	normal	GSM4450252	yes
11838	Tfc7	rep1	ChIP-exo	normal	GSM4450255	yes
14159	Tfc7	rep2	ChIP-exo	normal	GSM4450256	yes
11836	Tfc8	rep1	ChIP-exo	normal	GSM4450257	yes
14158	Tfc8	rep2	ChIP-exo	normal	GSM4450258	yes
12099	Tfg1	rep1	ChIP-exo	normal	GSM4450259	yes
14275	Tfg1	rep2	ChIP-exo	normal	GSM4450260	yes
17563	Tfg2	rep1	ChIP-exo	normal	GSM4450261	
12069	Thi3	rep1	ChIP-exo	normal	GSM4450262	
14353	Tho1	rep1	ChIP-exo	normal	GSM4450263	yes
17806	Tho1	rep2	ChIP-exo	normal	GSM4450264	yes
11984	Thp1	rep1	ChIP-exo	normal	GSM4450265	
14647	Thp2	rep1	ChIP-exo	normal	GSM4450266	yes
17872	Thp2	rep2	ChIP-exo	normal	GSM4450267	yes
14364	Tif1	rep1	ChIP-exo	normal	GSM4450268	
14466	Tip41	rep1	ChIP-exo	normal	GSM4450269	
12463	Tma46	rep1	ChIP-exo	normal	GSM4450270	
17123	Tod6	rep1	ChIP-exo	normal	GSM4450274	
17144	Tom1	rep1	ChIP-exo	normal	GSM4450275	
17140	Top2	rep1	ChIP-exo	normal	GSM4450278	
16031	Top3	rep1	ChIP-exo	normal	GSM4450279	
11906	Tor1	rep1	ChIP-exo	normal	GSM4450280	
17121	Tos4	rep1	ChIP-exo	normal	GSM4450281	
14976	Tpd3	rep1	ChIP-exo	normal	GSM4450282	
11919	Tpk1	rep1	ChIP-exo	normal	GSM4450283	yes
17579	Tpk1	rep2	ChIP-exo	normal	GSM4450284	yes
15245	Tpk2	rep1	ChIP-exo	6 min heat shock	GSM4450285	yes
17191	Tpk2	rep2	ChIP-exo	normal	GSM4450286	yes
14192	Tpk3	rep1	ChIP-exo	normal	GSM4450287	
14826	Tra1	rep1	ChIP-exo	normal	GSM4450288	
14447	Trm1	rep1	ChIP-exo	normal	GSM4450289	
14380	Trm5	rep1	ChIP-exo	normal	GSM4450381	
12851	Trp5	rep1	ChIP-exo	normal	GSM4450290	
13782	Tup1	rep1	ChIP-exo	normal	GSM4450291	yes
15773	Tup1	rep2	ChIP-exo	normal	GSM4450292	yes
12465	Uaf30	rep1	ChIP-exo	normal	GSM4450293	yes
17561	Uaf30	rep2	ChIP-exo	normal	GSM4450294	yes
12850	Uba2	rep1	ChIP-exo	normal	GSM4450295	
13472	Ubc13	rep1	ChIP-exo	normal	GSM4450296	
12447	Ubp12	rep1	ChIP-exo	normal	GSM4450297	yes
11962	Ubp8	rep1	ChIP-exo	normal	GSM4450298	yes
11963	Ubp8	rep2	ChIP-exo	6 min heat shock	GSM4450299	yes
14981	Ubp8	rep3	ChIP-exo	normal	GSM4450300	yes
15672	Ubp8	rep4	ChIP-exo	normal	GSM4450301	yes
20128	Ubp8	rep5	ChIP-exo	6 min heat shock	GSM4450302	yes
17214	Uga3	rep1	ChIP-exo	normal	GSM4450303	
12027	Ume1	rep1	ChIP-exo	normal	GSM4450304	yes
17009	Ume1	rep2	ChIP-exo	normal	GSM4450305	yes
11017	Ume6	rep1	ChIP-exo	normal	GSM4450306	yes
13775	Ume6	rep2	ChIP-exo	normal	GSM4450307	yes
14358	Ung1	rep1	ChIP-exo	normal	GSM4450308	
20456	Upc2	rep1	ChIP-exo	normal	GSM4450309	
14755	Ura4	rep1	ChIP-exo	normal	GSM4450310	
14361	Ura6	rep1	ChIP-exo	normal	GSM4450311	
17122	Urc2	rep1	ChIP-exo	normal	GSM4450312	yes
18458	Urc2	rep2	ChIP-exo	normal	GSM4450313	yes
13777	Ure2	rep1	ChIP-exo	normal	GSM4450314	
11901	Uth1	rep1	ChIP-exo	normal	GSM4450315	
14528	Utp10	rep1	ChIP-exo	normal	GSM4450316	
12847	Utp15	rep1	ChIP-exo	normal	GSM4450317	
17943	Utp4	rep1	ChIP-exo	normal	GSM4450318	
14524	Utp5	rep1	ChIP-exo	normal	GSM4450319	
13468	Utp8	rep1	ChIP-exo	normal	GSM4450320	
14438	Utp9	rep1	ChIP-exo	normal	GSM4450321	
14829	Vid21	rep1	ChIP-exo	normal	GSM4450322	yes
17049	Vid21	rep2	ChIP-exo	normal	GSM4450323	yes
13463	Vid22	rep1	ChIP-exo	normal	GSM4450324	yes
16224	Vid22	rep2	ChIP-exo	normal	GSM4450325	yes
18500	Vid27	rep1	ChIP-exo	normal	GSM4450326	
11902	Vps36	rep1	ChIP-exo	normal	GSM4450327	
11840	Vps71	rep1	ChIP-exo	normal	GSM4450328	yes
15777	Vps71	rep2	ChIP-exo	normal	GSM4450329	yes
13153	Vps72	rep1	ChIP-exo	normal	GSM4450330	yes
18490	Vps72	rep2	ChIP-exo	normal	GSM4450331	yes
11829	Vps75	rep1	ChIP-exo	normal	GSM4450332	
11917	War1	rep1	ChIP-exo	normal	GSM4450333	yes
14181	War1	rep2	ChIP-exo	normal	GSM4450334	yes
14406	Whi5	rep1	ChIP-exo	normal	GSM4450335	yes
14807	Whi5	rep2	ChIP-exo	normal	GSM4450336	yes
17974	Wtm1	rep1	ChIP-exo	normal	GSM4450337	
11980	Wtm2	rep1	ChIP-exo	normal	GSM4450338	
17774	Xbp1	rep1	ChIP-exo	normal	GSM4450339	
17793	YLL032C	rep1	ChIP-exo	normal	GSM4450358	
28327	YLR278C	rep1	ChIP-exo	normal	GSM4450359	
11832	Yaf9	rep1	ChIP-exo	normal	GSM4450340	
17878	Yap1	rep1	ChIP-exo	normal	GSM4450341	yes
20460	Yap1	rep2	ChIP-exo	normal	GSM4450342	yes
17973	Yap3	rep1	ChIP-exo	normal	GSM4450343	
11982	Yap5	rep1	ChIP-exo	normal	GSM4450344	yes
18492	Yap5	rep2	ChIP-exo	normal	GSM4450345	yes
12002	Yap7	rep1	ChIP-exo	normal	GSM4450346	yes
14198	Yap7	rep2	ChIP-exo	normal	GSM4450347	yes
11888	Ycg1	rep1	ChIP-exo	normal	GSM4450348	
11887	Ycs4	rep1	ChIP-exo	normal	GSM4450349	yes
17024	Ycs4	rep2	ChIP-exo	normal	GSM4450350	yes
20024	Ydr1	rep1	ChIP-exo	normal	GSM4450351	
17138	Yen1	rep1	ChIP-exo	normal	GSM4450352	
14189	Yhm2	rep1	ChIP-exo	normal	GSM4450353	
16019	Yhp1	rep1	ChIP-exo	normal	GSM4450354	
18478	Yku70	rep1	ChIP-exo	normal	GSM4450355	yes
17952	Yku80	rep1	ChIP-exo	normal	GSM4450356	yes
20463	Yku80	rep2	ChIP-exo	normal	GSM4450357	yes
11831	Yng1	rep1	ChIP-exo	normal	GSM4450360	
12446	Yng2	rep1	ChIP-exo	normal	GSM4450361	yes
15801	Yng2	rep2	ChIP-exo	normal	GSM4450362	yes
20464	Yox1	rep1	ChIP-exo	normal	GSM4450363	
21012	Yox1	rep2	ChIP-exo	normal	GSM4450364	
28357	Yox1	rep3	ChIP-exo	normal	GSM4450365	
13454	Ypr1	rep1	ChIP-exo	normal	GSM4450366	
14857	Yra1	rep1	ChIP-exo	normal	GSM4450367	
28271	Yrm1	rep1	ChIP-exo	normal	GSM4450368	
14852	Yrr1	rep1	ChIP-exo	normal	GSM4450369	yes
17054	Yrr1	rep2	ChIP-exo	normal	GSM4450370	yes
14400	Ysa1	rep1	ChIP-exo	normal	GSM4450371	
11933	Ysh1	rep1	ChIP-exo	normal	GSM4450372	yes
13785	Ysh1	rep2	ChIP-exo	normal	GSM4450373	yes
11893	Yta7	rep1	ChIP-exo	normal	GSM4450374	yes
17015	Yta7	rep2	ChIP-exo	normal	GSM4450375	yes
11817	Zap1	rep1	ChIP-exo	normal	GSM4450376	yes
11983	Zap1	rep2	ChIP-exo	normal	GSM4450377	yes
17807	Zms1	rep1	ChIP-exo	normal	GSM4450378	
